Lat,Long,YYYYMMDD,Basin_name,Station_id,Acton_id,Station_name,Elevation,Wteq_amt,Wteq_med,Wteq_amt_pct_med,Wteq_amt_pct_med_flag,Prec_wytd_amt,Prec_wytd_avg,Prec_wytd_pctavg,Prec_wytd_pct_avg_flag, 
48.5666667,-115.4500000,20000210,"KOOTENAI RIVER IN MONTANA",311,"15A08S","Banfield Mountain","5600",13.9,12.2,114,,20.7,17.8,116,,
48.3000000,-116.0666667,20000210,"KOOTENAI RIVER IN MONTANA",323,"16A08S","Bear Mountain","5400",44.8,38.6,116,,60.5,49.5,122,,
48.9833333,-115.8166667,20000210,"KOOTENAI RIVER IN MONTANA",918,"15A05S","Garver Creek","4250",6.8,6.9,99,,15.3,12.9,119,,
48.9166667,-114.7666667,20000210,"KOOTENAI RIVER IN MONTANA",500,"14A11S","Grave Creek","4300",11.6,11.4,102,,27.4,22.8,120,,
48.3000000,-114.8333333,20000210,"KOOTENAI RIVER IN MONTANA",510,"14A14S","Hand Creek","5035",8.9,7.8,114,,13.3,11.7,114,,
48.9666667,-115.9500000,20000210,"KOOTENAI RIVER IN MONTANA",516,"15A03S","Hawkins Lake","6450",14.6,16.8,87,,24.1,20.9,115,,
48.1333333,-115.6166667,20000210,"KOOTENAI RIVER IN MONTANA",932,"15A12S","Poorman Creek","5100",29.8,23.7,126,,43.0,39.8,108,,
48.9166667,-114.8666667,20000210,"KOOTENAI RIVER IN MONTANA",787,"14A12S","Stahl Peak","6030",22.6,23.2,97,,29.1,26.6,109,,
,,,,"KOOTENAI RIVER IN MONTANA",,,Basin Index (%),"","",109,,"","",116,, 
48.2000000,-114.5166667,20000210,"FLATHEAD RIVER BASIN",1165,"14A19S","Ashley Divide","4820",-999,-998,,-997,-999,-998,,-997,
48.1333333,-113.0166667,20000210,"FLATHEAD RIVER BASIN",307,"13A15S","Badger Pass","6900",20.8,20.3,102,,27.0,23.2,116,,
47.6833333,-114.0000000,20000210,"FLATHEAD RIVER BASIN",346,"13B25S","Bisson Creek","4920",6.1,6.8,90,,10.1,11.5,88,,
47.9833333,-114.3500000,20000210,"FLATHEAD RIVER BASIN",1144,"14B04S","Blacktail Mtn","5650",-999,-998,,-997,-999,-998,,-997,
48.4333333,-113.9333333,20000210,"FLATHEAD RIVER BASIN",469,"13A24S","Emery Creek","4350",11.0,10.4,106,,19.0,17.1,111,,
48.8000000,-113.8500000,20000210,"FLATHEAD RIVER BASIN",482,"13A19S","Flattop Mtn.","6300",30.8,29.7,104,,43.0,33.8,127,,
48.9166667,-114.7666667,20000210,"FLATHEAD RIVER BASIN",500,"14A11S","Grave Creek","4300",11.6,11.4,102,,27.4,22.8,120,,
48.3000000,-114.8333333,20000210,"FLATHEAD RIVER BASIN",510,"14A14S","Hand Creek","5035",8.9,7.8,114,,13.3,11.7,114,,
47.4333333,-113.7833333,20000210,"FLATHEAD RIVER BASIN",562,"13B22S","Kraft Creek","4750",11.6,-998,,-997,20.0,18.7,107,,
48.8000000,-113.6666667,20000210,"FLATHEAD RIVER BASIN",613,"13A27S","Many Glacier","4900",11.7,10.1,116,,28.8,22.3,129,,
47.6833333,-113.9666667,20000210,"FLATHEAD RIVER BASIN",646,"13B24S","Moss Peak","6780",22.2,23.6,94,,25.5,25.4,100,,
48.1500000,-113.9500000,20000210,"FLATHEAD RIVER BASIN",664,"13A25S","Noisy Basin","6040",26.6,26.8,99,,34.1,30.3,113,,
47.2666667,-113.7500000,20000210,"FLATHEAD RIVER BASIN",667,"13B07S","North Fork Jocko","6330",30.8,28.8,107,,36.6,35.5,103,,
48.3000000,-113.3333333,20000210,"FLATHEAD RIVER BASIN",693,"13A26S","Pike Creek","5930",17.0,-998,,-997,25.5,21.2,120,,
47.1833333,-114.3333333,20000210,"FLATHEAD RIVER BASIN",783,"14B05S","Sleeping Woman","6150",10.6,10.1,105,,15.8,14.7,107,,
48.9166667,-114.8666667,20000210,"FLATHEAD RIVER BASIN",787,"14A12S","Stahl Peak","6030",22.6,23.2,97,,29.1,26.6,109,,
47.0000000,-113.9333333,20000210,"FLATHEAD RIVER BASIN",901,"13C01S","Stuart Mountain","7400",22.0,21.9,100,,22.7,22.8,100,,
,,,,"FLATHEAD RIVER BASIN",,,Basin Index (%),"","",102,,"","",112,, 
46.1000000,-113.1333333,20000210,"UPPER CLARK FORK RIVER BASIN",313,"13C44S","Barker Lakes","8250",5.9,8.6,69,,7.1,10.5,68,,
45.8000000,-112.5166667,20000210,"UPPER CLARK FORK RIVER BASIN",315,"12D09S","Basin Creek","7180",4.0,4.8,83,,4.4,6.0,73,,
46.4166667,-113.4333333,20000210,"UPPER CLARK FORK RIVER BASIN",349,"13C13S","Black Pine","7210",6.9,6.7,103,,7.9,9.1,87,,
46.4666667,-113.4000000,20000210,"UPPER CLARK FORK RIVER BASIN",410,"13C33S","Combination","5600",3.2,3.4,94,,5.0,6.5,77,,
